year,state,county,fips,poptotal,pop16o,popu18,pop25o,pop324,pop60o,popnc,popnc18o,pophh,popinst,popogq,popmetro,malepop,femalepop,whitepop,blackpop,hisppop,aapipop,aianpop,multipop,otherpop,enroll,nohs,hsplus,bacc,grad,empop,unempop,cnoninst,hcnone,hcpub,hcpvt,earnmed,earnpc,incmed,incpc
2008,Virginia,Chesapeake city,51550,220244,170503,57508,142142,69942,30118,3741,3439,215631,3921,692,220244,107225,113019,135335,66993,7251,6249,837,3461,3904,53450,75219,104133,26625,14267,118604,4861,165890,20318,45547,154379,36946.22,47866.6698149828,40183.200000000004,52065.17275921909
2008,Virginia,Hampton city,51650,145422,116035,33023,95888,45575,21879,2249,2249,141604,325,3493,145422,71783,73639,64129,69390,6476,3125,125,2177,441,34259,44484,78403,14504,8031,75060,3614,112217,16210,35787,93425,33486,37373.16920004839,35718.4,40131.15795801404
2008,Virginia,Newport News city,51700,179560,135766,50792,111395,58796,26060,7520,6678,174405,1839,3316,179560,85000,94560,84885,74267,9691,6193,439,3249,2935,43801,64232,85739,18445,11144,92203,4830,130750,19504,44033,116023,31253.600000000002,37734.99081009127,33486,41432.01873635124
2008,Virginia,Richmond city,51760,202086,161733,44866,129181,63748,37902,10693,8991,188212,927,12947,202086,93783,108303,80100,104390,9303,3925,850,2894,3589,49972,73045,84060,27055,17926,95055,8741,147859,33479,65409,103198,23440.2,38156.84024278591,25672.600000000002,42089.50987589028
2008,Virginia,Virginia Beach city,51810,434244,334065,111771,279929,136330,62836,12344,11169,422298,3640,8306,434244,213047,221197,284699,81914,27642,24728,700,14198,5163,106038,138347,206652,58841,30404,236998,10400,322119,38121,75948,320175,36053.26,47636.8041901225,39067,52562.99840383874
2012,Virginia,Arlington County,51013,220935,187377,35837,167939,45664,32058,32333,29683,217873,1099,1963,220935,109024,111911,140593,19336,34051,23505,18,2833,12917,31335,50758,39408,65797,64972,142789,6493,184342,26982,34294,159659,62699.99999999999,81908.14135377423,62699.99999999999,85662.73761972232
2012,Virginia,Chesterfield County,51041,323780,252993,80985,212123,100946,56074,15647,13827,319308,1739,2733,323780,156909,166871,208486,72225,24287,10599,731,6891,7858,84234,105531,136230,50470,31549,156903,13395,248631,36365,70752,216663,40755,50430.68271807166,41800,53722.97617403393
2012,Virginia,Henrico County,51087,314660,249659,74058,215849,87115,61555,21650,18678,312687,1665,308,314660,145844,168816,176730,92935,16251,22051,360,6226,6239,69769,94641,130246,57515,32258,160522,15853,247800,41707,71859,201094,34485,48039.47639431184,36575,51666.12732822915
2012,Virginia,Alexandria city,51510,146312,122291,25897,110734,27988,22151,24312,20298,145287,553,472,146312,69962,76350,77054,29708,24531,9493,194,5279,1915,21054,37160,32990,38701,37461,94243,2677,121274,20154,21906,104252,53295,72051.23288430502,57892.99999999999,76716.24514837604
2012,Virginia,Chesapeake city,51550,228096,178357,56127,151014,68982,37674,6173,5493,221666,5928,502,228096,110779,117317,135547,66474,10863,8322,705,6057,1452,51827,73980,109782,31641,12693,113700,10015,171927,24284,57559,146253,36575,45207.32208133563,37829,49643.614149042325
2012,Virginia,Hampton city,51650,137239,111010,30159,89068,43899,25723,1737,1657,132501,957,3781,137239,65627,71612,55702,68716,6645,4089,374,1579,807,30734,41779,75721,11891,7848,65184,8471,106272,17461,42631,77147,29259.999999999996,38111.00964025589,31349.999999999996,41802.53547578166
2012,Virginia,Newport News city,51700,180768,143166,42746,113224,59297,28236,6376,5809,171796,1059,7913,180768,87820,92948,82342,71476,14348,5106,445,6500,2829,42606,55035,94613,19673,11447,93316,8929,134201,23722,44114,112932,28110.499999999996,34723.56435749412,31140.999999999996,38143.6508466966
2012,Virginia,Richmond city,51760,209931,172025,40811,135909,64005,33852,8838,8625,199566,2214,8151,209931,99075,110856,83402,103114,13240,3721,318,5974,2541,46799,67897,88769,32383,20882,103760,9770,161676,34759,68420,106752,24035,36231.27785325394,26125,39892.29458273075
2012,Virginia,Virginia Beach city,51810,447406,355014,103878,293899,136456,70339,19161,17303,436891,2217,8298,447406,220705,226701,283536,81671,32660,28305,486,19433,5497,98240,126366,216643,69619,34778,237823,14918,344520,45229,90379,311798,34171.5,45311.50011662391,37097.5,49812.73906704757
2016,Virginia,Arlington County,51013,230142,192955,40768,169455,51913,32371,31595,28386,226836,1268,2038,230142,115421,114721,143150,19577,35392,24022,328,6814,13539,36152,54168,40674,65533,69767,150112,3609,189649,14908,32324,182910,62000,85965.01271315083,67050,90934.08983959926
2016,Virginia,Chesterfield County,51041,339555,269244,81641,228566,99273,69764,9751,8895,335453,1763,2339,339555,164946,174609,211456,72779,28648,12088,98,13301,6358,78485,100107,144009,62405,33034,175590,11001,265185,19354,87602,232599,38000,48263.03041517892,40000,52563.1748911882
2016,Virginia,Henrico County,51087,326827,260625,75482,226227,89573,69126,17708,15194,323934,2487,406,326827,153795,173032,176435,94839,17322,26352,906,10730,2167,70004,96834,129899,63634,36460,171724,8281,257810,22324,85201,219302,37800,55896.117804622685,40000,59690.70877289952
2016,Virginia,Alexandria city,51510,155691,129595,28513,117979,31685,24296,26401,22934,154138,1071,482,155691,74173,81518,80347,32446,26203,9686,0,6287,13327,23753,38691,39958,35671,41371,98241,2936,128101,22039,29355,104297,53000,76027.92711934593,56000,80677.24917903333
2016,Virginia,Chesapeake city,51550,238183,187939,56965,161825,67474,44623,4550,3992,232421,5311,451,238183,115672,122511,138250,71505,13615,7525,67,7033,2972,52312,73171,110984,36626,17402,119233,6218,182177,21477,62294,154412,37000,49068.441040704995,40000,52946.93318412831
2016,Virginia,Hampton city,51650,135612,109686,28717,90643,40743,26364,1636,1560,130842,727,4043,135612,64385,71227,52310,65858,7408,3822,105,5223,1911,28939,37920,72166,14851,10675,67299,3765,104916,10494,44585,80533,32000,39546.206317571254,35000,42912.463306759855
2016,Virginia,Newport News city,51700,181281,142998,42034,115667,56952,31219,4769,4505,172248,974,8059,181281,89231,92050,79943,70542,15834,4120,437,10108,3456,41721,54688,91200,22729,12664,90520,7293,134073,19286,51501,110494,28000,35856.679809559486,30000,38952.51135053081
2016,Virginia,Richmond city,51760,223241,186349,39852,153647,61171,41009,9606,9300,211835,1714,9692,223241,106169,117072,90889,103977,14434,4533,573,8611,1925,45594,63667,94967,40448,24159,114442,8737,174943,20523,76420,126298,27200,40274.01696807662,29700,43476.26586105014
2016,Virginia,Virginia Beach city,51810,451788,362200,101506,307111,126996,84722,17574,15690,441844,2606,7338,451788,221074,230714,279788,80318,36245,30418,941,23572,8155,94669,125372,213559,75067,37790,246293,12310,352256,32908,110773,308107,35000,45165.201978189776,36500,49598.69907433785
2008,Washington,Clark County,53011,424929,329747,107419,281456,126627,65161,24985,19991,418682,1312,4935,424929,211983,212946,352668,7462,29385,17687,2114,15271,8562,94686,139826,208142,52999,23962,210810,17833,323500,50946,102102,271881,35718.4,45471.621481362155,37950.8,48574.23874008564
2008,Washington,King County,53033,1875859,1517527,404223,1316563,489635,302106,193045,166981,1842331,9706,23822,1875859,939245,936614,1288523,106466,142999,256334,10535,65844,53131,385482,533385,728226,399778,214470,1038242,43183,1484620,194264,388116,1293479,44648,60206.120407018236,44648,64735.79943044008
2008,Washington,Kitsap County,53035,239684,190907,55756,161650,68718,45446,4319,4107,233779,2801,3104,239684,121368,118316,195511,6472,10908,11717,2490,11420,3641,49665,70202,122390,29795,17297,115422,7399,185002,24408,63123,152153,33486,44948.33403368457,37950.8,49735.829329302636
2008,Washington,Pierce County,53053,784553,612112,196862,513732,237556,119066,35318,31245,754126,9454,20973,784553,389882,394671,570855,48452,64803,48778,8790,41244,21440,169703,262510,404024,82462,35557,388582,21382,581685,98591,200133,485829,35718.4,44782.857984323964,39067,48086.53716658991
2008,Washington,Snohomish County,53061,683474,529043,172872,454330,201238,100591,49983,43694,675085,7533,856,683474,342653,340821,526083,16805,51393,59727,6637,22330,18915,149695,220149,330105,97908,35312,359439,17681,520654,87117,139399,456958,40183.200000000004,49206.736180339816,42415.600000000006,52162.17062008131
2008,Washington,Spokane County,53063,463098,366219,109274,306218,138797,84075,12846,10823,449672,6603,6823,463098,227339,235759,402401,8300,19880,12262,4837,14494,4487,108203,138710,236052,58550,29786,222723,15086,352793,51571,145315,266212,29802.54,40652.55200046814,32369.800000000003,43901.769928830174
2008,Washington,Thurston County,53067,245358,195190,58113,163411,73806,43117,8994,8272,241486,3110,762,245358,120790,124568,196348,7467,16715,12823,3243,7553,6506,55598,72223,118582,34168,20385,124631,6188,191979,24964,64971,155423,37950.8,44447.188772665366,40183.200000000004,47594.702709949655
2008,Washington,Whatcom County,53073,196437,157837,43693,126592,63211,34114,11980,10905,191957,383,4097,196437,97611,98826,164486,1444,13356,6675,4930,5153,1880,50922,57577,98650,27932,12278,98248,8911,153357,27737,52564,116136,25672.600000000002,35632.36287008978,27905.000000000004,38274.937115200904
2008,Washington,Yakima County,53077,234507,172323,69891,140972,79669,39652,28789,26165,230146,3451,910,234507,116487,118020,119642,1744,94563,3484,10304,4661,41887,57200,119633,92123,13127,9624,97712,11007,167962,59699,77434,97374,24556.4,32835.09237329817,27235.280000000002,35361.87267595208
2012,Washington,Clark County,53011,438515,339070,112647,288384,132381,81996,19907,18111,434488,1990,2037,438515,213925,224590,354919,8324,35507,20711,2414,16320,15328,102014,140192,221260,52386,24677,196825,21239,335129,58876,129368,250271,31349.999999999996,43972.88818916756,35321,47043.64916571023
2012,Washington,King County,53033,2006911,1632158,421639,1409407,525616,342778,211910,191356,1970755,11072,25084,2006911,1002189,1004722,1277406,121780,184861,306830,10477,102162,50978,406754,548563,781472,432984,243892,1057859,71371,1596946,243604,454090,1309217,40755,58793.080346152325,42009,62299.2721271192
2012,Washington,Kitsap County,53035,255596,207320,53680,177025,69939,55488,5275,4911,246501,2089,7006,255596,130780,124816,200179,7284,17458,11193,3462,15916,3877,47609,66782,130351,37452,21011,114159,12347,198225,30917,76050,148629,35112,48518.47227051863,40755,52141.59666376422
2012,Washington,Pierce County,53053,811106,636884,196524,534789,244852,143493,31784,27991,795642,5739,9725,811106,400641,410465,563310,55181,78255,53383,8068,51760,19096,173563,258161,415164,94745,43036,380509,38222,622092,112138,225607,473361,35530,44146.06472166598,37515.5,47376.07283947742
2012,Washington,Snohomish County,53061,733016,580930,171741,495972,212602,124991,57564,51982,722514,4961,5541,733016,366300,366716,537838,17600,68051,70708,4725,34094,12821,157825,220148,358545,112932,41391,363637,31947,570588,99248,180827,452941,38665,48581.52122246018,41800,51701.66791972595
2012,Washington,Spokane County,53063,476868,379767,108444,314870,144700,95518,12377,11829,460104,6821,9943,476868,235597,241271,411384,8896,23142,10853,5758,16757,7601,106229,134394,253396,60188,28890,214146,22046,363841,60679,158584,257605,29259.999999999996,38493.016712472585,31349.999999999996,42049.395030280546
2012,Washington,Thurston County,53067,258093,206572,57659,175516,73321,54465,9889,9341,254885,1555,1653,258093,124560,133533,200817,7962,19770,17134,3690,8720,1009,54307,72812,131033,32250,21998,120507,12250,203624,36492,73238,148363,31349.999999999996,41505.924671296154,36575,45575.853909021585
2012,Washington,Whatcom County,53073,205621,168962,41500,133748,67143,42771,9529,8527,199682,1579,4360,205621,102258,103363,166357,1759,17225,7793,5629,6735,4835,51259,58182,102918,31846,12675,100688,9813,163063,27237,58232,120152,26125,39673.43802812024,30095.999999999996,42845.3958286726
2012,Washington,Yakima County,53077,246669,180035,74603,147674,86422,42424,32539,30454,242830,2917,922,246669,123320,123349,114165,1538,114393,3258,8630,4553,29619,60601,122574,100587,14050,9458,100343,11435,176196,56798,79617,110254,21736,31216.106541869998,24453,33292.272828470246
2016,Washington,Clark County,53011,467365,365793,115060,313840,136942,98406,23187,21636,462849,2471,2045,467365,229967,237398,369859,6396,43581,27316,1862,18205,18413,99107,143590,230671,60630,32474,221586,11480,361283,28250,161028,278087,35100,48650.59545113599,37700,52003.582375918646
2016,Washington,King County,53033,2149368,1755205,441651,1528083,545563,399134,248096,221560,2113532,10107,25729,2149368,1074971,1074397,1309714,125075,204296,371544,9409,125282,96309,419797,580386,747629,515106,306247,1175316,51879,1719710,108909,596727,1443732,45000,65879.79405670874,47000,69836.25992628223
2016,Washington,Kitsap County,53035,264891,216485,54538,184171,72155,61333,7278,7003,257971,1940,4980,264891,133771,131120,204064,7541,19922,12626,2627,17852,7774,47871,70177,134122,41177,19415,126600,6362,209623,16150,95895,152846,34000,45954.461251301196,37000,50923.08001722962
2016,Washington,Pierce County,53053,861838,679407,204054,576435,247285,170137,36349,32653,842306,6313,13219,861838,425061,436777,582668,56343,91370,59061,8285,63049,31905,175914,268499,432512,108732,52095,405728,25473,659946,47805,306117,507916,36000,45808.58780528475,38000,49069.83035005614
2016,Washington,Snohomish County,53061,788162,630310,179199,545083,213925,151119,54528,50048,776194,7034,4934,788162,395324,392838,557989,23628,78198,83804,7072,36626,24659,161255,232025,378250,123207,54680,407591,19132,618469,42754,236582,508826,40000,54052.144022518645,42000,57516.28552827381
2016,Washington,Spokane County,53063,500075,401655,109863,339089,144129,110443,12663,11938,483403,7237,9435,500075,246837,253238,424706,10336,27627,12697,5660,18869,9456,107354,136027,254570,70102,39376,231377,14587,385119,28266,209778,262031,30000,40839.49648818065,30600,44210.585461823124
2016,Washington,Thurston County,53067,275133,223060,59921,194066,72850,61678,7896,7063,271443,2099,1591,275133,135669,139464,207515,7263,23659,17880,3358,15308,2537,53201,73458,129481,44926,27268,125946,11915,219385,11949,104074,159110,36000,44193.67210979555,40000,49016.543054295034
2016,Washington,Whatcom County,53073,216810,178807,42435,143357,66055,50111,14089,12898,211471,1323,4016,216810,107987,108823,171851,2805,20018,9662,5526,6655,10651,51799,59034,109551,32371,15854,106390,7943,173516,13762,79574,123474,31000,39981.096427186705,32380,42984.85589130596
